ITEM,TECH NUMBER,ACTIVITY CSG NUMBER,ACTIVITY CLOSED DATE,LINE AMOUNT
KA/KU LNB SWM LABOR,MASC998256,1-1M534F02,4/25/2014,8
MRV ENABLED,MASC998256,1-1M534F02,4/25/2014,0
KA/KU LNB SWM 3,MASC995330,1-1LXFM7QD,4/25/2014,0
SWM ODU HARDWARE,MASC995330,1-1LXFM7QD,4/25/2014,0
KA/KU LNB SWM LABOR,MASC995330,1-1LXFM7QD,4/25/2014,8
IRD - CLIENT,MASC995330,1-1LXFM7QD,4/25/2014,15.25
IRD - CLIENT,MASC995330,1-1LXFM7QD,4/25/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC995330,1-1LXFM7QD,4/25/2014,19
KA/KU LNB LABOR,MASC995330,1-1LXFM7QD,4/25/2014,17
KA/KU LNB SWM 3,MASC996192,1-1LAM74GO,4/25/2014,0
IRD - KA/KU,MASC996192,1-1LAM74GO,4/25/2014,19
BS FILTER,MASC996201,1-1M3VAWYZ,4/24/2014,0
MULTI-SWITCH SWM 8,MASC996201,1-1M3VAWYZ,4/24/2014,0
KA/KU LNB LABOR,MASC996201,1-1M3VAWYZ,4/24/2014,17
MRV ENABLED,MASC996201,1-1M3VAWYZ,4/24/2014,0
MULTI-SWITCH SWM 8,MASC996201,1-1M3WAPWK,4/24/2014,0
IRD - CLIENT,MASC996201,1-1M3WAPWK,4/24/2014,15.25
NON DIRECTV EQUIPMENT,MASC996201,1-1M3WAPWK,4/24/2014,22
Swap Replace,MASC996201,1-1M3Y0JMR,4/24/2014,5
IRD - CLIENT,MASC995330,1-1M3YO7XA,4/24/2014,15.25
IRD - CLIENT,MASC995330,1-1M3YO7XA,4/24/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC995330,1-1M3YO7XA,4/24/2014,19
KA/KU LNB SWM 3,MASC995330,1-1M3YO7XA,4/24/2014,0
SWM ODU HARDWARE,MASC995330,1-1M3YO7XA,4/24/2014,0
KA/KU LNB SWM LABOR,MASC995330,1-1M3YO7XA,4/24/2014,8
KA/KU LNB LABOR,MASC995330,1-1M3YO7XA,4/24/2014,17
SWM ODU HARDWARE,MASC996192,1-1LAM74GO,4/25/2014,0
New Install,MASC903116,1-1LPCUDGY,4/23/2014,60
SUBSIDY,MASC903116,1-1LPCUDGY,4/23/2014,0
Service,MASC903116,1-1LKZIZ21,4/23/2014,-37
Service,MASC903116,1-1M2WDRJE,4/23/2014,37
SUBSIDY,MASC903116,1-1M2WDRJE,4/23/2014,0
MRV ENABLED,MASC903116,1-1LPCUDGY,4/23/2014,0
MRV ENABLED,MASC903116,1-1M2WDRJE,4/23/2014,0
KA/KU LNB SWM 3,MASC996192,1-1M3SU51K,4/24/2014,0
SWM ODU HARDWARE,MASC996192,1-1M3SU51K,4/24/2014,0
KA/KU LNB SWM LABOR,MASC996192,1-1M3SU51K,4/24/2014,8
IRD - CLIENT,MASC996192,1-1M3SU51K,4/24/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC996192,1-1M3SU51K,4/24/2014,19
IRD - CLIENT,MASC996201,1-1M3VAWYZ,4/24/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC996201,1-1M3VAWYZ,4/24/2014,19
SUBSIDY,MASC996192,1-1M219G0U,4/22/2014,0
Upgrade,MASC996197,1-1M1OFSYA,4/22/2014,25
SUBSIDY,MASC996197,1-1M1OFSYA,4/22/2014,0
New Install,MASC994686,1-1M0ZFAFX,4/22/2014,60
KA/KU LNB SWM 3,MASC903116,1-1LPCUDGY,4/23/2014,0
IRD - ADVANCED WHOLE-HOME DVR,MASC903116,1-1LPCUDGY,4/23/2014,19
SUBSIDY,MASC994686,1-1M0ZFAFX,4/22/2014,0
Former Install,MASC994475,1-1M1CIVJ2,4/22/2014,60
SUBSIDY,MASC994475,1-1M1CIVJ2,4/22/2014,0
New Install,MASC998256,1-1LULAI6A,4/22/2014,60
SUBSIDY,MASC998256,1-1LULAI6A,4/22/2014,0
Service,MASC996197,1-1LWZVGKT,4/22/2014,-37
Upgrade,MASC996197,1-1LN3223S,4/22/2014,25
SUBSIDY,MASC996197,1-1LN3223S,4/22/2014,0
SUBSIDY,MASC996197,1-1M21XQ1K,4/22/2014,0
IRD - KA/KU,MASC903116,1-1LPCUDGY,4/23/2014,19
SWM ODU HARDWARE,MASC903116,1-1LPCUDGY,4/23/2014,0
KA/KU LNB SWM LABOR,MASC903116,1-1LPCUDGY,4/23/2014,8
ODU RELOCATE,MASC903116,1-1M0WV7JO,4/24/2014,18
Former Install,MASC996197,1-1M21XQ1K,4/22/2014,60
MULTI-SWITCH SWM 8,MASC903116,1-1M3SSHVM,4/24/2014,0
IRD - ADVANCED WHOLE-HOME DVR,MASC903116,1-1M3SSHVM,4/24/2014,19
Upgrade,MASC995330,1-1LAVTPU3,4/22/2014,25
SUBSIDY,MASC995330,1-1LAVTPU3,4/22/2014,0
Service,MASC994685,1-1LNATZI1,4/22/2014,-37
Service,MASC996197,1-1LL4VF8F,4/22/2014,-37
Upgrade,MASC994475,1-1M1XZG70,4/22/2014,25
SUBSIDY,MASC994475,1-1M1XZG70,4/22/2014,0
Former Install,MASC994686,1-1LOHGBU2,4/22/2014,60
SUBSIDY,MASC994686,1-1LOHGBU2,4/22/2014,0
Service,MASC995330,1-1KX90R70,4/22/2014,-37
Upgrade,MASC996201,1-1LP3ZFS9,4/22/2014,25
SUBSIDY,MASC996201,1-1LP3ZFS9,4/22/2014,0
NON DIRECTV EQUIPMENT,MASC996192,1-1M2QE1F5,4/23/2014,22
KA/KU LNB SWM 3,MASC903116,1-1M40WS6Z,4/24/2014,0
IRD - DVR,MASC998256,1-1M2ZWAKL,4/23/2014,19
ODU RELOCATE,MASC998256,1-1M2ZWAKL,4/23/2014,18
MULTI-SWITCH KA 6X8,MASC998256,1-1M2ZWAKL,4/23/2014,0
IRD - CLIENT,MASC994685,1-1M2G1IMO,4/23/2014,15.25
IRD - CLIENT,MASC994685,1-1M2G1IMO,4/23/2014,15.25
IRD - CLIENT,MASC994685,1-1M2G1IMO,4/23/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC994685,1-1M2G1IMO,4/23/2014,19
KA/KU LNB SWM 3,MASC994685,1-1M2G1IMO,4/23/2014,0
SWM ODU HARDWARE,MASC994685,1-1M2G1IMO,4/23/2014,0
KA/KU LNB SWM LABOR,MASC994685,1-1M2G1IMO,4/23/2014,8
BS FILTER,MASC994685,1-1M2G1IMO,4/23/2014,0
IRD - CLIENT,MASC994685,1-1M2G1IMO,4/23/2014,15.25
MULTI-SWITCH KA 6X8,MASC998256,1-1M2ZWAKL,4/23/2014,0
KA/KU LNB SWM 3,MASC994686,1-1M1OS11B,4/23/2014,0
ODU UPGRADE,MASC994686,1-1M1OS11B,4/23/2014,22
Swap Replace,MASC994686,1-1M1OS11B,4/23/2014,5
Swap Replace,MASC994686,1-1M1OS11B,4/23/2014,5
IRD - STANDARD,MASC994685,1-1M2G1IMO,4/23/2014,19
IRD - CLIENT,MASC994685,1-1M2G1IMO,4/23/2014,15.25
IRD - KA/KU,MASC994475,1-1M2WP81I,4/23/2014,19
IRD - STANDARD,MASC994475,1-1M372DVO,4/23/2014,19
IRD - STANDARD,MASC994475,1-1M372DVO,4/23/2014,19
"""ODU - 18""""""",MASC994475,1-1M372DVO,4/23/2014,0
MULTI-SWITCH 2X4,MASC994475,1-1M372DVO,4/23/2014,0
MULTI-SWITCH KA 6X8,MASC994475,1-1M372DVO,4/23/2014,0
MRV ENABLED,MASC994686,1-1M1OS11B,4/23/2014,0
NON DIRECTV EQUIPMENT,MASC994475,1-1M2WP81I,4/23/2014,22
MRV ENABLED,MASC994475,1-1M2WP81I,4/23/2014,0
KA/KU LNB SWM 3,MASC996197,1-1LZBLCMQ,4/23/2014,0
SWM ODU HARDWARE,MASC996197,1-1LZBLCMQ,4/23/2014,0
KA/KU LNB SWM LABOR,MASC996197,1-1LZBLCMQ,4/23/2014,8
IRD - CLIENT,MASC996197,1-1LZBLCMQ,4/23/2014,15.25
IRD - CLIENT,MASC996197,1-1LZBLCMQ,4/23/2014,15.25
IRD - CLIENT,MASC996197,1-1LZBLCMQ,4/23/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC996197,1-1LZBLCMQ,4/23/2014,19
KA/KU LNB LABOR,MASC996197,1-1LZBLCMQ,4/23/2014,17
KA/KU LNB SWM 3,MASC998256,1-1LX10SDY,4/23/2014,0
SWM ODU HARDWARE,MASC998256,1-1LX10SDY,4/23/2014,0
IRD - CLIENT,MASC998256,1-1LX10SDY,4/23/2014,15.25
IRD - CLIENT,MASC998256,1-1LX10SDY,4/23/2014,15.25
IRD - HD/DVR COMBO,MASC998256,1-1LX10SDY,4/23/2014,19
IRD - KA/KU,MASC998256,1-1LX10SDY,4/23/2014,19
IRD - ADVANCED WHOLE-HOME DVR,MASC998256,1-1LX10SDY,4/23/2014,19
KA/KU LNB SWM LABOR,MASC998256,1-1LX10SDY,4/23/2014,8
Swap Replace,MASC994685,1-1M2WP5J3,4/23/2014,5
KA/KU LNB SWM 3,MASC995330,1-1LVBX92O,4/23/2014,0
MRV ENABLED,MASC998256,1-1LX10SDY,4/23/2014,0
IRD - CLIENT,MASC995330,1-1M22HFBD,4/23/2014,15.25
IRD - CLIENT,MASC995330,1-1M22HFBD,4/23/2014,15.25
KA/KU LNB SWM 3,MASC995330,1-1M22HFBD,4/23/2014,0
SWM ODU HARDWARE,MASC995330,1-1M22HFBD,4/23/2014,0
KA/KU LNB SWM LABOR,MASC995330,1-1M22HFBD,4/23/2014,8
ODU RELOCATE,MASC994685,1-1M2WP5J3,4/23/2014,18
IRD - CLIENT,MASC995330,1-1LVBX92O,4/23/2014,15.25
IRD - CLIENT,MASC995330,1-1LVBX92O,4/23/2014,15.25
IRD - CLIENT,MASC995330,1-1LVBX92O,4/23/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC995330,1-1LVBX92O,4/23/2014,19
SWM ODU HARDWARE,MASC995330,1-1LVBX92O,4/23/2014,0
KA/KU LNB SWM LABOR,MASC995330,1-1LVBX92O,4/23/2014,8
KA/KU LNB LABOR,MASC995330,1-1LVBX92O,4/23/2014,17
IRD - CLIENT,MASC996201,1-1LV8NFN8,4/23/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC995330,1-1M22HFBD,4/23/2014,19
Swap Replace,MASC996201,1-1LV8NFN8,4/23/2014,5
ODU UPGRADE,MASC996201,1-1LV8NFN8,4/23/2014,22
"""ODU - 18""""""",MASC998256,1-1M31JCQC,4/23/2014,0
IRD - STANDARD,MASC998256,1-1M31JCQC,4/23/2014,19
IRD - STANDARD,MASC998256,1-1M31JCQC,4/23/2014,19
MULTI-SWITCH 2X4,MASC998256,1-1M31JCQC,4/23/2014,0
IRD - CLIENT,MASC903116,1-1M40WS6Z,4/24/2014,15.25
Swap Replace,MASC994475,1-1M2W4DUG,4/23/2014,5
KA/KU LNB SWM 3,MASC994475,1-1M2W4DUG,4/23/2014,0
NON DIRECTV EQUIPMENT,MASC994475,1-1M2W4DUG,4/23/2014,22
MRV ENABLED,MASC994475,1-1M2W4DUG,4/23/2014,0
System Swap,MASC996201,1-1M2MPPLZ,4/23/2014,5
KA/KU LNB SWM 3,MASC996201,1-1M2MPPLZ,4/23/2014,0
ODU UPGRADE,MASC996201,1-1M2MPPLZ,4/23/2014,22
MRV ENABLED,MASC996192,1-1M2YBU1C,4/23/2014,0
Swap Replace,MASC996201,1-1M2MPPLZ,4/23/2014,5
Swap Replace,MASC996201,1-1M2MPPLZ,4/23/2014,5
NON DIRECTV EQUIPMENT,MASC996201,1-1M2MPPLZ,4/23/2014,22
MULTI-SWITCH SWM 8,MASC996192,1-1M2QE1F5,4/23/2014,0
IRD - CLIENT,MASC996192,1-1M2QE1F5,4/23/2014,15.25
IRD - CLIENT,MASC903116,1-1M40WS6Z,4/24/2014,15.25
IRD - CLIENT,MASC903116,1-1M40WS6Z,4/24/2014,15.25
IRD - CLIENT,MASC903116,1-1M40WS6Z,4/24/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC903116,1-1M40WS6Z,4/24/2014,19
SWM ODU HARDWARE,MASC903116,1-1M40WS6Z,4/24/2014,0
IRD - KA/KU,MASC996201,1-1M31HT3S,4/23/2014,19
KA/KU LNB LABOR,MASC996201,1-1M31HT3S,4/23/2014,17
MULTI-SWITCH SWM 8,MASC996201,1-1M31HT3S,4/23/2014,0
MRV ENABLED,MASC996201,1-1M31HT3S,4/23/2014,0
KA/KU LNB SWM LABOR,MASC996192,1-1LAM74GO,4/25/2014,8
"""ODU - 18""""""",MASC996197,1-1M3NJYE1,4/25/2014,0
IRD - DVR,MASC996197,1-1M3NJYE1,4/25/2014,19
IRD - STANDARD,MASC996197,1-1M3NJYE1,4/25/2014,19
MULTI-SWITCH 2X4,MASC996197,1-1M3NJYE1,4/25/2014,0
BS FILTER,MASC994475,1-1M50V2QY,4/25/2014,0
KA/KU LNB SWM 5,MASC994475,1-1M50V2QY,4/25/2014,0
ODU UPGRADE,MASC994475,1-1M50V2QY,4/25/2014,22
SWM ODU HARDWARE,MASC994475,1-1M50V2QY,4/25/2014,0
KA/KU LNB SWM LABOR,MASC994475,1-1M50V2QY,4/25/2014,8
IRD - CLIENT,MASC994475,1-1M50V2QY,4/25/2014,15.25
Swap Replace,MASC994475,1-1M50V2QY,4/25/2014,5
NON DIRECTV EQUIPMENT,MASC994475,1-1M50V2QY,4/25/2014,22
"""ODU - 18""""""",MASC994475,1-1M4WOVO0,4/25/2014,0
MULTI-SWITCH 2X4,MASC994475,1-1M4WOVO0,4/25/2014,0
IRD - STANDARD,MASC994475,1-1M4WOVO0,4/25/2014,19
KA/KU LNB SWM 3,MASC994686,1-1M4B38YG,4/25/2014,0
SWM ODU HARDWARE,MASC994686,1-1M4B38YG,4/25/2014,0
KA/KU LNB SWM LABOR,MASC994686,1-1M4B38YG,4/25/2014,8
IRD - CLIENT,MASC994686,1-1M4B38YG,4/25/2014,15.25
IRD - STANDARD,MASC994686,1-1M4B38YG,4/25/2014,19
IRD - ADVANCED WHOLE-HOME DVR,MASC994686,1-1M4B38YG,4/25/2014,19
ODU RELOCATE,MASC903116,1-1M3SSHVM,4/24/2014,18
IRD - STANDARD,MASC994475,1-1M4WOVO0,4/25/2014,19
IRD - STANDARD,MASC994475,1-1M4WOVO0,4/25/2014,19
MULTI-SWITCH KA 6X8,MASC994475,1-1M4WOVO0,4/25/2014,0
MULTI-SWITCH 2X4,MASC994475,1-1M4WOVO0,4/25/2014,0
KA/KU LNB SWM 3,MASC995330,1-1LZLE8TL,4/25/2014,0
SWM ODU HARDWARE,MASC995330,1-1LZLE8TL,4/25/2014,0
KA/KU LNB SWM LABOR,MASC995330,1-1LZLE8TL,4/25/2014,8
IRD - CLIENT,MASC995330,1-1LZLE8TL,4/25/2014,15.25
IRD - CLIENT,MASC995330,1-1LZLE8TL,4/25/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC995330,1-1LZLE8TL,4/25/2014,19
KA/KU LNB SWM 3,MASC903116,1-1M0V31TL,4/24/2014,0
IRD - ADVANCED WHOLE-HOME DVR,MASC996201,1-1M4F9KU9,4/25/2014,19
KA/KU LNB SWM 3,MASC996201,1-1M4F9KU9,4/25/2014,0
SWM ODU HARDWARE,MASC996201,1-1M4F9KU9,4/25/2014,0
KA/KU LNB SWM LABOR,MASC996201,1-1M4F9KU9,4/25/2014,8
KA/KU LNB LABOR,MASC995330,1-1LZLE8TL,4/25/2014,17
BS FILTER,MASC994685,1-1M55VLAV,4/25/2014,0
MULTI-SWITCH SWM 8,MASC994685,1-1M55VLAV,4/25/2014,0
KA/KU LNB SWM 3,MASC996201,1-1M3Y0JMR,4/24/2014,0
ODU RELOCATE,MASC996201,1-1M3Y0JMR,4/24/2014,18
MRV ENABLED,MASC996201,1-1M3Y0JMR,4/24/2014,0
MULTI-SWITCH 2X4,MASC996192,1-1M2TS4RJ,4/24/2014,0
IRD - STANDARD,MASC996192,1-1M2TS4RJ,4/24/2014,19
MULTI-SWITCH 2X4,MASC996192,1-1M2TS4RJ,4/24/2014,0
NON DIRECTV EQUIPMENT,MASC996192,1-1M2TS4RJ,4/24/2014,22
Swap Replace,MASC996197,1-1M3GSAS1,4/24/2014,5
"""ODU - 36""""""",MASC996197,1-1M3GSAS1,4/24/2014,0
ODU UPGRADE,MASC996197,1-1M3GSAS1,4/24/2014,22
KA/KU LNB 3,MASC996197,1-1M3GSAS1,4/24/2014,0
KA/KU LNB SWM 3,MASC994686,1-1M17EO59,4/24/2014,0
SWM ODU HARDWARE,MASC994686,1-1M17EO59,4/24/2014,0
KA/KU LNB SWM LABOR,MASC994686,1-1M17EO59,4/24/2014,8
IRD - CLIENT,MASC994686,1-1M17EO59,4/24/2014,15.25
IRD - CLIENT,MASC994686,1-1M17EO59,4/24/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC994686,1-1M17EO59,4/24/2014,19
ODU UPGRADE,MASC996197,1-1M3GSAS1,4/24/2014,22
ADDITIONAL LABOR,MASC996197,1-1M3GSAS1,4/24/2014,22
ODU HARDWARE,MASC996197,1-1M3GSAS1,4/24/2014,0
KA/KU LNB LABOR,MASC996197,1-1M3GSAS1,4/24/2014,17
Swap Replace,MASC996197,1-1M3GSAS1,4/24/2014,5
MULTI-SWITCH SWM 8,MASC996197,1-1M3GSAS1,4/24/2014,0
IRD - CLIENT,MASC996197,1-1M3GSAS1,4/24/2014,15.25
NON DIRECTV EQUIPMENT,MASC996197,1-1M3GSAS1,4/24/2014,22
SWM ODU HARDWARE,MASC903116,1-1M0V31TL,4/24/2014,0
INTERNAL DECA-T1,MASC996197,1-1M3GSAS1,4/24/2014,4
KA/KU LNB SWM LABOR,MASC903116,1-1M0V31TL,4/24/2014,8
IRD - HD/DVR COMBO,MASC903116,1-1M0V31TL,4/24/2014,19
IRD - KA/KU,MASC903116,1-1M0V31TL,4/24/2014,19
IRD - KA/KU,MASC903116,1-1M0V31TL,4/24/2014,19
KA/KU LNB SWM LABOR,MASC903116,1-1M40WS6Z,4/24/2014,8
MRV ENABLED,MASC903116,1-1M0V31TL,4/24/2014,0
ODU RELOCATE,MASC903116,1-1M2QNT9Y,4/24/2014,18
New Install,MASC903116,1-1M0V31TL,4/24/2014,60
SUBSIDY,MASC903116,1-1M0V31TL,4/24/2014,0
Upgrade,MASC903116,1-1M2QNT9Y,4/24/2014,25
SUBSIDY,MASC903116,1-1M2QNT9Y,4/24/2014,0
Upgrade,MASC903116,1-1M3SSHVM,4/24/2014,25
SUBSIDY,MASC903116,1-1M3SSHVM,4/24/2014,0
Upgrade,MASC903116,1-1M0WV7JO,4/24/2014,25
SUBSIDY,MASC903116,1-1M0WV7JO,4/24/2014,0
New Install,MASC903116,1-1M40WS6Z,4/24/2014,60
KA/KU LNB SWM 3,MASC994685,1-1LTU0P1H,4/24/2014,0
IRD - KA/KU,MASC994685,1-1LTU0P1H,4/24/2014,19
IRD - KA/KU,MASC994685,1-1LTU0P1H,4/24/2014,19
SWM ODU HARDWARE,MASC994685,1-1LTU0P1H,4/24/2014,0
KA/KU LNB SWM LABOR,MASC994685,1-1LTU0P1H,4/24/2014,8
SUBSIDY,MASC903116,1-1M40WS6Z,4/24/2014,0
"""ODU - 18""""""",MASC903116,1-1M535GJ8,4/25/2014,0
MRV ENABLED,MASC994685,1-1LTU0P1H,4/24/2014,0
KA/KU LNB SWM 3,MASC998256,1-1LU8WKF0,4/24/2014,0
SWM ODU HARDWARE,MASC998256,1-1LU8WKF0,4/24/2014,0
KA/KU LNB SWM LABOR,MASC998256,1-1LU8WKF0,4/24/2014,8
IRD - CLIENT,MASC998256,1-1LU8WKF0,4/24/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC998256,1-1LU8WKF0,4/24/2014,19
IRD - STANDARD,MASC903116,1-1M535GJ8,4/25/2014,19
"""ODU - 18""""""",MASC994475,1-1M3TGCCS,4/24/2014,0
MULTI-SWITCH 2X4,MASC994475,1-1M3TGCCS,4/24/2014,0
IRD - STANDARD,MASC994475,1-1M3TGCCS,4/24/2014,19
IRD - STANDARD,MASC994475,1-1M3TGCCS,4/24/2014,19
IRD - STANDARD,MASC994475,1-1M3TGCCS,4/24/2014,19
KA/KU LNB SWM 3,MASC996197,1-1M02G7HC,4/24/2014,0
SWM ODU HARDWARE,MASC996197,1-1M02G7HC,4/24/2014,0
KA/KU LNB SWM LABOR,MASC996197,1-1M02G7HC,4/24/2014,8
IRD - CLIENT,MASC996197,1-1M02G7HC,4/24/2014,15.25
IRD - ADVANCED WHOLE-HOME DVR,MASC996197,1-1M02G7HC,4/24/2014,19
KA/KU LNB LABOR,MASC996197,1-1M02G7HC,4/24/2014,17
"""ODU - 18""""""",MASC996197,1-1LQINUTR,4/24/2014,0
IRD - STANDARD,MASC996197,1-1LQINUTR,4/24/2014,19
Former Install,MASC995330,1-1M3YO7XA,4/24/2014,60
SUBSIDY,MASC995330,1-1M3YO7XA,4/24/2014,0
IRD - STANDARD,MASC903116,1-1M535GJ8,4/25/2014,19
KA/KU LNB SWM 3,MASC903116,1-1M1KEWPE,4/25/2014,0
SWM ODU HARDWARE,MASC903116,1-1M1KEWPE,4/25/2014,0
IRD - CLIENT,MASC903116,1-1M1KEWPE,4/25/2014,15.25
IRD - CLIENT,MASC903116,1-1M1KEWPE,4/25/2014,15.25
IRD - CLIENT,MASC903116,1-1M1KEWPE,4/25/2014,15.25
New Install,MASC996192,1-1M3SU51K,4/24/2014,60
SUBSIDY,MASC996192,1-1M3SU51K,4/24/2014,0
IRD - ADVANCED WHOLE-HOME DVR,MASC903116,1-1M1KEWPE,4/25/2014,19
KA/KU LNB SWM LABOR,MASC903116,1-1M1KEWPE,4/25/2014,8
IRD - KA/KU,MASC903116,1-1M2EP6ZG,4/25/2014,19
Former Install,MASC994685,1-1LTU0P1H,4/24/2014,60
SUBSIDY,MASC994685,1-1LTU0P1H,4/24/2014,0
ODU RELOCATE,MASC903116,1-1M2EP6ZG,4/25/2014,18
Service,MASC996201,1-1M3T84ZQ,4/24/2014,37
SUBSIDY,MASC996201,1-1M3T84ZQ,4/24/2014,0
New Install,MASC998256,1-1LU8WKF0,4/24/2014,60
SUBSIDY,MASC998256,1-1LU8WKF0,4/24/2014,0
New Install,MASC996197,1-1M02G7HC,4/24/2014,60
SUBSIDY,MASC996197,1-1M02G7HC,4/24/2014,0
Upgrade,MASC996201,1-1M3WAPWK,4/24/2014,25
SUBSIDY,MASC996201,1-1M3WAPWK,4/24/2014,0
New Install,MASC994475,1-1M3TGCCS,4/24/2014,60
Upgrade,MASC996197,1-1M3GSAS1,4/24/2014,25
SUBSIDY,MASC996197,1-1M3GSAS1,4/24/2014,0
SUBSIDY,MASC994475,1-1M3TGCCS,4/24/2014,0
Upgrade,MASC996201,1-1M3Y0JMR,4/24/2014,25
SUBSIDY,MASC996201,1-1M3Y0JMR,4/24/2014,0
New Install,MASC996197,1-1LQINUTR,4/24/2014,60
SUBSIDY,MASC996197,1-1LQINUTR,4/24/2014,0
New Install,MASC994686,1-1M17EO59,4/24/2014,60
SUBSIDY,MASC994686,1-1M17EO59,4/24/2014,0
SUBSIDY,MASC996201,1-1M3VAWYZ,4/24/2014,0
Upgrade,MASC996192,1-1M2TS4RJ,4/24/2014,25
SUBSIDY,MASC996192,1-1M2TS4RJ,4/24/2014,0
Upgrade,MASC996201,1-1M3VAWYZ,4/24/2014,25
New Install,MASC996197,1-1LXHUS00,4/25/2014,60
SUBSIDY,MASC996197,1-1LXHUS00,4/25/2014,0
New Install,MASC996197,1-1M3NJYE1,4/25/2014,60
SUBSIDY,MASC996197,1-1M3NJYE1,4/25/2014,0
New Install,MASC994475,1-1M4WOVO0,4/25/2014,60
SUBSIDY,MASC994475,1-1M4WOVO0,4/25/2014,0
Former Install,MASC995330,1-1LZLE8TL,4/25/2014,60
SUBSIDY,MASC995330,1-1LZLE8TL,4/25/2014,0
New Install,MASC903116,1-1M1KEWPE,4/25/2014,60
SUBSIDY,MASC903116,1-1M1KEWPE,4/25/2014,0
Former Install,MASC996201,1-1M4F9KU9,4/25/2014,60
SUBSIDY,MASC996201,1-1M4F9KU9,4/25/2014,0
Upgrade,MASC994475,1-1M50V2QY,4/25/2014,25
SUBSIDY,MASC994475,1-1M50V2QY,4/25/2014,0
Upgrade,MASC994685,1-1M55VLAV,4/25/2014,25
SUBSIDY,MASC994685,1-1M55VLAV,4/25/2014,0
New Install,MASC996192,1-1LAM74GO,4/25/2014,60
SUBSIDY,MASC996192,1-1LAM74GO,4/25/2014,0
Upgrade,MASC903116,1-1M2EP6ZG,4/25/2014,25
SUBSIDY,MASC903116,1-1M2EP6ZG,4/25/2014,0
Former Install,MASC994686,1-1M4B38YG,4/25/2014,60
SUBSIDY,MASC994686,1-1M4B38YG,4/25/2014,0
Service,MASC903116,1-1M4YXO7L,4/25/2014,37
SUBSIDY,MASC903116,1-1M4YXO7L,4/25/2014,0
Upgrade,MASC996201,1-1M4FTQDY,4/25/2014,25
SUBSIDY,MASC996201,1-1M4FTQDY,4/25/2014,0
Former Install,MASC994685,1-1M4N5VQB,4/25/2014,60
SUBSIDY,MASC994685,1-1M4N5VQB,4/25/2014,0
New Install,MASC998256,1-1M534F02,4/25/2014,60
SUBSIDY,MASC998256,1-1M534F02,4/25/2014,0
New Install,MASC903116,1-1M535GJ8,4/25/2014,60
SUBSIDY,MASC903116,1-1M535GJ8,4/25/2014,0
Former Install,MASC995330,1-1LXFM7QD,4/25/2014,60
SUBSIDY,MASC995330,1-1LXFM7QD,4/25/2014,0
KA/KU LNB LABOR,MASC996201,1-1LQLQ5KF,4/10/2014,17
ODU RELOCATE,MASC995439,1-1LJ7XEL8,4/3/2014,20
